hash,label,prob_resident,prob_tourist
528574021415890,resident,0.9744950938621243,0.02550490613787554
448648373965725,resident,0.9017129933973415,0.09828700660265863
453538211118271,resident,0.964776386771189,0.03522361322881085
356626680757492,resident,0.9161040614960971,0.08389593850390274
554684737681008,tourist,4.586572639762589e-06,0.9999954134273602
546070962241420,resident,0.9649443177982365,0.03505568220176345
326536390062279,resident,0.9900272492431844,0.009972750756815528
392198403146948,resident,0.9780861565403791,0.021913843459620944
453538203456517,resident,0.8685735759431815,0.13142642405681845
392148582324487,resident,0.9830586276246408,0.016941372375359212
549917505009802,tourist,9.684583217629654e-07,0.9999990315416782
514641484714593,resident,0.974676397063819,0.025323602936181036
322131014972053,tourist,0.1920863309621001,0.8079136690379
502431741025880,resident,0.9625795826687551,0.03742041733124483
502442345558072,resident,0.9127975365191296,0.08720246348087048
400485782046547,resident,0.9433301865981096,0.05666981340189039
515601274905932,tourist,0.08890021463319098,0.9110997853668089
466793182049544,resident,0.9816185751657517,0.01838142483424838
554588834783571,resident,0.9737419649266779,0.02625803507332206
497443848011177,resident,0.994966491719617,0.005033508280382882
533099129470112,resident,0.9981798373441648,0.0018201626558352801
330309345108798,resident,0.8406645365042443,0.15933546349575572
559300284681592,resident,0.9093582313839813,0.09064176861601864
501449027338443,resident,0.9538783401308607,0.04612165986913924
330761300301907,resident,0.967509427574815,0.032490572425185035
312331074879976,resident,0.8435882224901102,0.15641177750988985
405132185022575,tourist,0.10723022422249698,0.8927697757775029
281962244677827,resident,0.9975103199208487,0.002489680079151361
554588835207995,resident,0.711463382656943,0.2885366173430569
514641484762841,tourist,1.0307030343896393e-05,0.9999896929696561
334397024245716,tourist,0.2702172974518899,0.7297827025481103
361392459315383,tourist,0.03540791163880449,0.9645920883611953
304172372290580,resident,0.9251126800689979,0.07488731993100212
488487493358179,resident,0.9305042143125962,0.06949578568740367
378888931776772,tourist,0.03848017051579526,0.9615198294842047
348377863832174,tourist,2.793919394344777e-06,0.9999972060806056
559300281640973,tourist,7.468195331186393e-07,0.9999992531804669
471318664672723,resident,0.977997670795163,0.022002329204836944
383651364296786,tourist,3.239788947474839e-06,0.9999967602110525
312331065968656,tourist,0.006294370263271667,0.9937056297367284
559023219040075,tourist,1.4371760874221782e-05,0.9999856282391257
286761856965952,resident,0.7998279332543291,0.20017206674567103
453538201329949,resident,0.9915510563419478,0.008448943658052236
510234409485151,resident,0.950587209950138,0.04941279004986201
559300284903794,resident,0.9931006326738022,0.00689936732619777
527891460662389,tourist,0.005777492083807709,0.9942225079161924
339028435580243,tourist,0.022744906440372196,0.9772550935596277
374063561429930,tourist,0.106828768035429,0.893171231964571
480410150653212,resident,0.9823235623326527,0.017676437667347278
555123583365637,resident,0.9970344878157492,0.002965512184250909
392346307793585,resident,0.9475992271481556,0.0524007728518443
383563657409478,tourist,0.10877109548248293,0.8912289045175171
448692868424582,resident,0.5527163830644632,0.44728361693553675
493398418444393,resident,0.9896133768383184,0.010386623161681572
475212727235777,resident,0.8752733249150746,0.12472667508492552
558871845714881,resident,0.9431292139082422,0.05687078609175781
488729175668963,resident,0.9896300202447119,0.010369979755288118
453357002363175,resident,0.9841520130116368,0.0158479869883633
497647120348308,resident,0.8563854124635851,0.1436145875364147
352772022860375,tourist,0.08499746311786738,0.9150025368821326
475212727035806,tourist,0.0029197482552221357,0.9970802517447777
488487500686156,resident,0.8564305245479529,0.1435694754520473
506023452504222,resident,0.9477322356930047,0.05226776430699517
488487500433455,resident,0.912978163530957,0.08702183646904309
475212728990958,resident,0.9751805657998501,0.024819434200149936
348278303333274,resident,0.994172722970175,0.005827277029824993
470598838429044,tourist,1.5679858578837547e-08,0.9999999843201414
479615917539443,resident,0.9773848256557163,0.022615174344283652
461912330565633,resident,0.9852740511306455,0.014725948869354511
501547544531951,resident,0.981668572537355,0.018331427462645235
357338811432881,resident,0.9035856931875468,0.09641430681245296
440657434031928,resident,0.81418398389922,0.1858160161007802
497647119970601,resident,0.7791407185406349,0.22085928145936493
488744531033183,resident,0.598455221864268,0.40154477813573203
524221260158125,resident,0.9965905456617172,0.003409454338282683
431205836270150,resident,0.9784930024525326,0.02150699754746728
431705633668372,resident,0.9213615136861683,0.07863848631383166
453357006398475,tourist,0.007582357594829293,0.9924176424051707
523543713374711,resident,0.9741664882278952,0.02583351177210479
303508370059524,resident,0.9429137923225357,0.05708620767746432
440051073142447,resident,0.6081258412569768,0.3918741587430232
435515054830243,resident,0.8310958751964024,0.16890412480359765
523543717885618,resident,0.9823065463828947,0.01769345361710528
453538209475409,resident,0.9989261154352083,0.0010738845647916867
532875760341647,resident,0.6358055757675801,0.36419442423242004
409143304107934,resident,0.6102173219324656,0.3897826780675344
304524314159948,resident,0.9937796411646438,0.006220358835356128
334807896604367,resident,0.9784064829294027,0.02159351707059742
432083878633621,tourist,0.06393764718123227,0.9360623528187678
418520853402619,resident,0.6387936009045834,0.3612063990954166
444959498950986,resident,0.9156729068856798,0.08432709311432005
440221268203223,resident,0.7372708191453105,0.26272918085468955
480410151564086,resident,0.9376590513404721,0.06234094865952819
524221258337152,resident,0.6143825804803118,0.38561741951968803
392346303333874,resident,0.5648294779819928,0.4351705220180072
422554980030859,resident,0.9545394734872582,0.04546052651274164
295020576788502,resident,0.9893631882795001,0.010636811720499788
501588350232529,tourist,0.023652934710427193,0.9763470652895727
501449035811290,resident,0.9960383378283861,0.003961662171613823
524221251872799,resident,0.45463143318733673,0.5453685668126632
549917510550150,resident,0.7642518789258125,0.23574812107418766
405576871137773,resident,0.8920507007503241,0.10794929924967595
281793634982469,tourist,4.963273321265679e-07,0.999999503672668
409557366727239,resident,0.9794514807064065,0.020548519293593585
312840012558643,resident,0.8241954810131584,0.17580451898684168
422215003572158,resident,0.930479212687614,0.06952078731238612
502033485031594,resident,0.9930253159491848,0.006974684050815229
322131005790234,tourist,0.24718576168514397,0.7528142383148559
449544310617138,resident,0.9826344132333473,0.017365586766652574
453357015418703,resident,0.767353956798018,0.23264604320198187
326536391105342,resident,0.9891009515857998,0.010899048414200323
281893901090164,resident,0.9593106056293748,0.04068939437062523
555179532749978,tourist,0.012743263428913854,0.987256736571086
281868761503431,resident,0.808902721785041,0.1910972782149589
533104268299035,resident,0.9922493282549859,0.007750671745014139
369701986614549,resident,0.9891500323422003,0.010849967657799765
555123568842539,resident,0.9989097792225873,0.001090220777412538
339028431926057,resident,0.8177025836626818,0.18229741633731825
453538197635939,resident,0.9553131483833431,0.04468685161665681
449647699010210,resident,0.9162529197096465,0.08374708029035342
330761292854145,tourist,0.23273164817709643,0.7672683518229036
532979448519875,resident,0.9842338291743585,0.01576617082564155
295627443124460,tourist,0.019510346723542512,0.9804896532764578
448648373104066,tourist,0.20374293670311386,0.7962570632968862
294861371689432,resident,0.9703736756415904,0.0296263243584096
303810140786240,tourist,0.08396413918317135,0.9160358608168286
401313880301443,resident,0.9568219983282914,0.043178001671708495
343393878935224,resident,0.9962550681537006,0.0037449318462993214
357338803054550,resident,0.8912492373078584,0.10875076269214132
334397017143160,tourist,0.2485547019849524,0.7514452980150476
440083416783996,resident,0.9642634625580551,0.03573653744194485
462589626942917,resident,0.947945272831622,0.05205472716837792
471566462139154,resident,0.7347297012038685,0.2652702987961315
369617736682655,resident,0.9984121811455816,0.0015878188544183503
361392469235355,resident,0.8325766802113531,0.1674233197886468
334397021017490,resident,0.8602098061318515,0.13979019386814837
361250083912539,resident,0.9939356437280203,0.006064356271979655
339386242168918,resident,0.6543129413891999,0.3456870586108
449647704638796,resident,0.9174846126734305,0.08251538732656948
466993970116484,tourist,2.920423103455014e-07,0.9999997079576897
449580168418936,tourist,1.8397059724172863e-05,0.9999816029402758
444959493149597,resident,0.9546664043682371,0.04533359563176288
400896071390545,resident,0.9188102450921275,0.08118975490787247
502442348088294,resident,0.9754900161059852,0.024509983894014875
378990967991995,resident,0.9931553113063741,0.006844688693625804
401313875888889,resident,0.4236273563153175,0.5763726436846826
461912324700582,resident,0.8510053256171709,0.14899467438282923
383336750379684,resident,0.7732246132514665,0.22677538674853345
392346309082242,resident,0.636926697427022,0.36307330257297804
453538208068545,resident,0.9713458385012422,0.028654161498757803
448648364948929,resident,0.992584974704869,0.007415025295131183
502442338527816,resident,0.9984600938225402,0.0015399061774596908
484831716845657,tourist,0.28665626397000926,0.7133437360299906
524221252413626,resident,0.9783944987801996,0.021605501219800496
370055730225354,resident,0.6224268600760021,0.3775731399239978
546070953491011,tourist,0.16201762334958913,0.837982376650411
471318664608761,resident,0.9802156256271869,0.019784374372813204
351898284725051,resident,0.9643316980722505,0.03566830192774956
436446919285174,tourist,0.007986706569280081,0.99201329343072
351898285219542,tourist,0.02449815186957405,0.9755018481304258
554213844556664,tourist,7.778033203889617e-07,0.9999992221966796
554588834368241,tourist,0.14262517606112748,0.8573748239388727
488600029437384,resident,0.41497707641738896,0.585022923582611
330241527020852,resident,0.8917361292972024,0.10826387070279764
316851643902870,resident,0.8665998957078207,0.13340010429217944
422785074497728,resident,0.8840761682436703,0.11592383175632993
449184092491785,tourist,0.14751132516140664,0.8524886748385934
351898284769097,resident,0.9753665492396689,0.024633450760331087
348377863666616,resident,0.9786931747625996,0.02130682523740031
501452452701646,resident,0.9929247305389104,0.0070752694610897665
480242892011274,resident,0.9187024865774092,0.08129751342259069
295513479991705,resident,0.7256857870724163,0.2743142129275835
444872052889128,resident,0.39449364943462234,0.6055063505653777
347737740699676,resident,0.8918514837498955,0.10814851625010447
555123572757024,resident,0.9375994948680093,0.06240050513199064
317308736244438,resident,0.982736302485032,0.017263697514967976
440657425386443,tourist,6.595396077007968e-08,0.9999999340460392
532875754875951,resident,0.9246322532233976,0.0753677467766026
440130881120769,resident,0.979107602976131,0.020892397023869146
461931443594224,resident,0.8496632512408696,0.15033674875913022
471318664346251,tourist,0.003263994296081903,0.996736005703918
440539363821467,resident,0.9234874464686343,0.07651255353136566
502033489966052,resident,0.981774442283137,0.018225557716863017
286783659725698,resident,0.9973654545426284,0.0026345454573716096
322131016427931,tourist,2.509052192838043e-06,0.9999974909478071
383563664672005,resident,0.7520557624812689,0.24794423751873101
427062671199191,resident,0.9777919417826165,0.02220805821738354
466993972518689,resident,0.9782515590324604,0.021748440967539705
440221275033290,resident,0.9974513086275568,0.0025486913724431966
374606155372082,tourist,1.5161681826164324e-05,0.9999848383181739
431705625459805,resident,0.6086039830670006,0.39139601693299947
536821183697154,resident,0.996443409755306,0.0035565902446939995
440287471601060,resident,0.8593405600821151,0.14065943991788507
418877727357267,resident,0.9828036266988109,0.01719637330118914
533099129147409,resident,0.9977054328991892,0.002294567100810676
357315739614669,resident,0.8218987655271242,0.17810123447287599
555179518833259,tourist,0.3149066961139974,0.6850933038860025
506486697911202,resident,0.8512979080965523,0.14870209190344774
