hash,label,prob_resident,prob_tourist
533104261834516,tourist,0.17221666907538058,0.8277833309246195
488729172472065,resident,0.8281155325141617,0.17188446748583833
484478938128483,resident,0.9592652284512553,0.04073477154874468
484478950342083,tourist,0.10607503610621982,0.8939249638937802
312331076436838,resident,0.9490707200266522,0.050929279973347855
395857390554882,resident,0.9807271999095859,0.01927280009041423
448648364056875,tourist,0.03594128592684427,0.9640587140731558
440130870361921,resident,0.9322058690343502,0.0677941309656498
360990719761486,tourist,0.014830555480965717,0.9851694445190342
304524319511790,resident,0.8760241345074089,0.12397586549259115
400485773093627,resident,0.786320480548603,0.21367951945139685
356475044614018,resident,0.9893478863519992,0.010652113648000817
295627443913855,resident,0.8535011143555692,0.14649888564443092
528574009600594,resident,0.9875760182434556,0.012423981756544444
519389587455146,tourist,0.3124119131889589,0.687588086811041
448692875254081,resident,0.42961460803158585,0.5703853919684141
383563650314372,resident,0.9679860044204501,0.03201399557954995
484478947176814,resident,0.9773033753801957,0.022696624619804248
528828283666847,tourist,0.169395992410567,0.830604007589433
515601277524768,resident,0.967072778470174,0.03292722152982591
347447700185522,tourist,8.877066957648737e-07,0.9999991122933043
449580169315881,resident,0.9968403513789122,0.003159648621087745
357338799780415,tourist,0.008052178684417722,0.9919478213155825
546433872604892,resident,0.9655652022587797,0.03443479774122031
440287474326602,tourist,5.167959032455202e-07,0.9999994832040968
498056020451919,resident,0.530176298795826,0.46982370120417405
360665919456679,resident,0.996812800900751,0.00318719909924898
506486701151566,resident,0.7050618341610545,0.29493816583894544
453357008171755,resident,0.9079421241219351,0.09205787587806513
440700465591067,resident,0.969900794067481,0.030099205932519125
501449031303732,resident,0.9014511651710108,0.09854883482898912
533104269687207,resident,0.7614921854725328,0.23850781452746717
549984987912481,resident,0.7595357127589059,0.24046428724109414
299239491559830,tourist,0.2900579453281023,0.7099420546718975
479623649420601,resident,0.47649309436704695,0.523506905632953
299239494772176,resident,0.9942023260465281,0.005797673953471792
339268758974398,resident,0.6798393131496736,0.32016068685032617
286213628099854,resident,0.9934844469652775,0.006515553034722482
453800911878536,resident,0.780476559841157,0.21952344015884315
453861717557675,tourist,4.148640171664679e-08,0.9999999585135982
322131007691366,resident,0.9944931778553449,0.00550682214465523
497647119531915,tourist,4.878635510486079e-07,0.999999512136449
387421583504433,resident,0.8185463209364408,0.18145367906355928
510234408546547,resident,0.9793915584883147,0.020608441511685345
501547545233705,tourist,0.016476779865168472,0.9835232201348317
383563662576674,resident,0.9677439543648715,0.032256045635128565
312339096314031,resident,0.8210954397230482,0.1789045602769516
383563664251538,resident,0.9356461326142496,0.06435386738575041
343765953909702,tourist,0.3330017692659833,0.6669982307340167
440130873800077,tourist,0.0842233778522726,0.9157766221477274
374413227364892,resident,0.6202743904193228,0.3797256095806773
559031156244731,tourist,1.2625000454901464e-05,0.9999873749995452
453538198448719,tourist,1.268283938825955e-06,0.9999987317160612
312331077982424,tourist,0.3003970840687839,0.699602915931216
365293389616440,resident,0.9960142437195592,0.003985756280440806
361250080838014,tourist,1.4710498598657326e-08,0.9999999852895013
471352798547293,resident,0.9397683521761434,0.06023164782385668
282444798551309,tourist,0.2910788115547789,0.7089211884452212
322131006221085,resident,0.9983271455900439,0.001672854409956213
431705625550600,resident,0.8570538088533463,0.14294619114665383
343765956480557,resident,0.9523732667142029,0.047626733285797196
528574009548725,resident,0.982803968991897,0.017196031008103095
549917510972206,resident,0.9146473344875062,0.08535266551249382
493501957045058,resident,0.9978602515825908,0.0021397484174090083
502442345127183,tourist,0.21164299335129774,0.7883570066487022
404906863325112,tourist,6.192459325971025e-06,0.9999938075406741
488202182234874,tourist,0.00531673786707289,0.9946832621329271
431705630917340,resident,0.8905706609552014,0.10942933904479878
374650313807918,resident,0.9615914208982609,0.03840857910173923
484478944915832,resident,0.9974404820545334,0.002559517945466514
559396526696718,tourist,4.864869865017578e-07,0.9999995135130135
282444792929272,tourist,0.006718596399155706,0.9932814036008443
488729171633311,resident,0.4875059331977444,0.5124940668022556
533104260368491,resident,0.9509589957770446,0.049041004222955535
370055728175264,resident,0.9071074719657862,0.09289252803421388
339028442001539,tourist,0.05234212537392529,0.9476578746260746
480410155039769,resident,0.8954502070810435,0.1045497929189567
383563655282402,resident,0.9943748566562783,0.00562514334372175
299107191912169,resident,0.9723094412545757,0.027690558745424323
370013772342114,resident,0.9977391583622228,0.0022608416377773275
303810140880357,resident,0.9949281190217537,0.005071880978246179
449580177216079,resident,0.9981832675033491,0.0018167324966510364
457993678851546,tourist,0.10234087347353626,0.8976591265264638
392346315078367,resident,0.9834480411638646,0.016551958836135312
479615921457151,tourist,0.1630301226046723,0.8369698773953277
360672259514368,resident,0.9656057145716914,0.03439428542830855
387421569687008,resident,0.9727771800274115,0.027222819972588512
387421570990124,resident,0.6377577963869444,0.3622422036130555
357315736545926,resident,0.8695018975332006,0.13049810246679922
488729170707905,resident,0.7030597006251782,0.29694029937482197
440130875463029,resident,0.9147574490906942,0.08524255090930571
480155569475266,resident,0.9906992280136147,0.009300771986385292
365858129677108,resident,0.5789564321196334,0.4210435678803665
555123574097192,resident,0.9912626196152342,0.008737380384765724
431205835109293,resident,0.43755317534413946,0.5624468246558606
348278299580340,resident,0.9986402484149738,0.0013597515850263002
492993486025245,resident,0.8869450971307171,0.11305490286928269
378888938214314,resident,0.9375037243718162,0.06249627562818378
471318664134083,resident,0.9143216531792653,0.08567834682073494
440051064459591,resident,0.48990418874109004,0.5100958112589101
303810148685595,resident,0.930302955710121,0.06969704428987933
524221250523766,resident,0.4859105086048361,0.514089491395164
449647699010484,tourist,0.12621257357493876,0.8737874264250612
317568689533712,resident,0.9523864868618777,0.04761351313812229
295513494767633,resident,0.94134173885315,0.05865826114684994
471318671234925,resident,0.4550283695674913,0.5449716304325087
559300273051058,tourist,2.0215953290391407e-06,0.999997978404671
448648365569360,resident,0.9601445421701865,0.03985545782981345
555179519512714,resident,0.9440569836863814,0.05594301631361853
440051066735544,resident,0.9653618968749035,0.03463810312509659
511245436089968,resident,0.9792829045680219,0.02071709543197809
334718543194499,resident,0.9373503538118055,0.06264964618819445
449580177216389,resident,0.7329770092135752,0.2670229907864248
514860887560020,resident,0.9716579490879192,0.028342050912080606
334406937931300,tourist,4.856805992812645e-06,0.9999951431940072
344080703426125,resident,0.9082952722256785,0.09170472777432147
524221258346164,resident,0.9938626795284505,0.006137320471549368
501588346068163,resident,0.9259152141974706,0.07408478580252947
299239493821874,resident,0.6651826804106677,0.3348173195893323
502442345123548,resident,0.9938901321148221,0.0061098678851778014
335218265019567,tourist,0.01086891231972684,0.9891310876802732
343765953907489,resident,0.7681818748878263,0.231818125112174
555179528183062,resident,0.6360674330799042,0.3639325669200958
506486693045398,resident,0.9477379593077512,0.052262040692248844
334406939125795,resident,0.9530812530722093,0.04691874692779067
488417498588123,tourist,0.040470832768592105,0.959529167231408
501547541213775,tourist,0.023977889272295033,0.976022110727705
532979439989325,resident,0.975629953682017,0.024370046317982886
555179521387705,resident,0.9640332049710424,0.03596679502895781
290932184050958,resident,0.9121029781316903,0.08789702186830968
532235123699619,resident,0.9430890950450577,0.05691090495494242
409369849504101,tourist,0.009740789230305406,0.9902592107696946
501894539901564,resident,0.9887440762273847,0.011255923772615393
559396527404110,resident,0.9976947443800798,0.00230525561992016
453538207449142,resident,0.9784117663820907,0.021588233617909326
528247288428688,resident,0.9928373683924009,0.00716263160759928
501894535906062,resident,0.9725543333601384,0.02744566663986159
404906865607029,tourist,0.10625880097134287,0.8937411990286571
440539363574587,resident,0.8850567054176818,0.11494329458231792
555123572696094,resident,0.6723792243596454,0.3276207756403546
387981329596718,resident,0.8752587163522941,0.12474128364770598
344080707588490,resident,0.9480014269489967,0.051998573051003305
361250078453174,resident,0.8232577636345273,0.1767422363654729
304524316589801,resident,0.9617713484769834,0.0382286515230166
528247285956146,resident,0.9413545590825688,0.05864544091743115
440051064329931,resident,0.4069222735445003,0.5930777264554997
339386239682407,tourist,0.006505835812699764,0.9934941641873004
409557370136842,resident,0.998632322305469,0.0013676776945310612
559300273153397,resident,0.9535972685919141,0.046402731408085915
475212722049313,resident,0.7148772763816131,0.28512272361838703
343765959496407,tourist,0.3376281844602416,0.6623718155397584
325494397175082,resident,0.7860169679853224,0.2139830320146776
356303608615560,resident,0.9827120254330945,0.017287974566905395
322131019263920,resident,0.6470993683762668,0.3529006316237332
374136798902830,resident,0.891072008386913,0.10892799161308707
493398414575910,resident,0.6319205654079806,0.36807943459201925
422379649033672,resident,0.9887687164814497,0.01123128351855035
422785075535266,resident,0.9558917470688949,0.044108252931105145
365949509153438,resident,0.4287422929341424,0.5712577070658577
448880243637877,resident,0.9970994473018326,0.0029005526981672213
514641485631027,resident,0.9443441973246536,0.05565580267534648
448880243336679,resident,0.9422047167345234,0.057795283265476435
294793832256028,tourist,0.026954640690588238,0.9730453593094116
361392319029342,resident,0.3802695457806812,0.6197304542193188
480410146372506,resident,0.6687547176874253,0.3312452823125747
334397020644263,tourist,0.06177726605830186,0.9382227339416983
497998382704962,resident,0.9638156219610873,0.03618437803891269
527834015625830,resident,0.9835976964464087,0.016402303553591357
322131016964633,resident,0.9979209779012587,0.0020790220987414094
409083769261830,resident,0.9762656611338393,0.023734338866160713
348278308787884,tourist,0.00468368630147965,0.9953163136985204
431705631785438,resident,0.9490378933303447,0.050962106669655394
501547542415313,resident,0.9634180777767601,0.036581922223239784
440657420637812,resident,0.9336997986959552,0.06630020130404489
453357008371731,resident,0.8020460777112384,0.1979539222887614
382792813533271,tourist,0.2840748387563748,0.7159251612436252
387981326616248,resident,0.8673652901979501,0.13263470980205008
303987931891571,resident,0.9518958440330897,0.04810415596691035
555123580561504,tourist,1.5244897202082274e-07,0.999999847551028
515601262431604,tourist,0.05112193908896929,0.9488780609110307
369701987209210,resident,0.8034623941701686,0.1965376058298314
427703294146469,tourist,7.113715629893665e-06,0.9999928862843701
514641476937167,resident,0.9695177940376344,0.03048220596236572
453357001665961,resident,0.9279887057654335,0.07201129423456645
330309345613390,tourist,0.009916434209671705,0.9900835657903281
344080718184601,resident,0.9883362022133128,0.011663797786687257
466926902471565,resident,0.8738950970683842,0.12610490293161572
466780995751875,resident,0.9561316219970574,0.043868378002942646
448875816512149,tourist,0.018129394826348167,0.9818706051736518
461917296952149,resident,0.5227361913250266,0.4772638086749736
440051064457917,resident,0.9964888406830134,0.0035111593169866464
555179519139221,resident,0.8483765502471275,0.1516234497528723
528247285313207,resident,0.9538152882937313,0.04618471170626857
453538206599064,resident,0.4346405646230928,0.5653594353769072
312339084748841,resident,0.9494958575147001,0.050504142485299816
299239489293235,resident,0.996431978971953,0.003568021028047088
541909027719148,resident,0.7670176246854076,0.23298237531459273
497570373414237,resident,0.9967580405531574,0.0032419594468425525
532399409578134,resident,0.9905797736754565,0.00942022632454345
488487500742370,resident,0.9433568336388897,0.0566431663611104
392346305588597,resident,0.9788717310652589,0.021128268934740978
299239490028872,tourist,0.24060165644555936,0.7593983435544407
396303461030199,resident,0.9163161577373818,0.08368384226261805
343393889558922,tourist,0.19382748960051424,0.8061725103994857
286690248610706,tourist,0.012293556205783792,0.9877064437942161
392346317660825,tourist,0.012475745890680347,0.9875242541093195
444872047956548,resident,0.9748612483796099,0.025138751620390257
440246290713660,resident,0.9930282212252032,0.006971778774796974
524221256726102,tourist,0.19467487961872873,0.8053251203812712
365949503662650,resident,0.9707327410214744,0.02926725897852553
339386239693181,resident,0.9981044979906837,0.0018955020093163653
488744531040111,resident,0.9928044027752727,0.007195597224727209
303810139802598,resident,0.9606141702388457,0.03938582976115439
382912960395281,tourist,1.7462044074884712e-08,0.9999999825379559
453538199068825,tourist,0.00692083183526629,0.9930791681647338
330042246327741,resident,0.8189450953285838,0.18105490467141602
396303469018150,resident,0.9966519837388127,0.003348016261187428
466926914914307,resident,0.9983351041613202,0.0016648958386799024
330761299333218,tourist,0.047828783080857515,0.9521712169191424
335342714432204,resident,0.9881917530800017,0.011808246919998358
290993885426312,resident,0.6429816310903796,0.35701836890962024
383563657410584,resident,0.93551306426987,0.06448693573013013
400485769087335,resident,0.9923453873142678,0.0076546126857320995
440287476230660,tourist,0.016078913623452543,0.9839210863765475
527997105685374,resident,0.9987526349455623,0.0012473650544376825
555179521543387,resident,0.9740914807856424,0.025908519214357474
344080709909086,resident,0.875820331340719,0.12417966865928082
404906863300457,resident,0.6920982296310689,0.3079017703689311
330241527991382,resident,0.9962229939933026,0.0037770060066974844
357338812619790,resident,0.9611612279817119,0.03883877201828813
510605978527148,tourist,0.08496019501754927,0.915039804982451
559300274281073,resident,0.37211569066415096,0.6278843093358489
343393876212938,tourist,0.1793275805707414,0.8206724194292584
444959487881342,tourist,0.0029619286005124115,0.9970380713994875
286067358129980,tourist,0.0058817224488337,0.9941182775511662
555123572882917,resident,0.8771582145448641,0.12284178545513574
351930121346616,resident,0.9308487404819706,0.06915125951802917
286213622925499,tourist,1.3802101699162606e-06,0.9999986197898301
453538198447341,resident,0.9734446738397311,0.026555326160268768
497998380547138,resident,0.7121440742987305,0.28785592570126967
515601264424556,resident,0.739142679123432,0.26085732087656827
435515061349262,resident,0.9895944724697268,0.010405527530273202
533099140495786,resident,0.9679754464553936,0.03202455354460645
299239488204175,resident,0.9814562776895696,0.018543722310430534
300152357940904,tourist,0.024057321160506958,0.975942678839493
467134963868621,resident,0.9943935709447304,0.005606429055269753
453357011320055,tourist,0.06534757779015107,0.9346524222098491
356475044924332,resident,0.9975390290068786,0.002460970993121423
440130878597589,tourist,3.002180640112686e-07,0.9999996997819359
348278304457535,resident,0.8577582932745378,0.1422417067254622
480410151609688,resident,0.9940530951297345,0.005946904870265616
466814924668786,tourist,3.479525649956112e-07,0.999999652047435
488729172702807,resident,0.97679007671635,0.023209923283650003
453290585840741,resident,0.8804160786384395,0.1195839213615605
365293383429386,resident,0.5173961536090075,0.48260384639099274
431065240505921,resident,0.9800065059499643,0.019993494050035684
506486702366512,tourist,0.23895916266383282,0.7610408373361675
383563652080645,resident,0.9669038946640953,0.03309610533590477
458138928321094,resident,0.8070287862513985,0.1929712137486015
378257508601882,tourist,0.13797616032954915,0.862023839670451
559396532740972,resident,0.9349810716446844,0.06501892835531571
308349841452398,resident,0.6992293260611986,0.30077067393880147
409046924813422,resident,0.9373989895595025,0.0626010104404973
514641484768586,resident,0.9982075420357756,0.0017924579642244988
294818957169298,resident,0.9981858054343828,0.0018141945656171394
448648365658354,tourist,4.798286477799101e-06,0.9999952017135221
348278302011534,resident,0.8590794228227109,0.1409205771772891
322131019209028,resident,0.9901175748733284,0.009882425126671592
440221269076975,resident,0.8150687499554885,0.18493125004451152
365293382917016,resident,0.8290423137810519,0.17095768621894822
322131004485248,resident,0.7075675796065051,0.29243242039349515
303545734099478,tourist,2.3788026587904805e-06,0.9999976211973411
440539361931940,resident,0.9776338293420046,0.022366170657995357
466780992606707,tourist,0.006522025383855994,0.9934779746161441
541837261675206,resident,0.6381946878930826,0.3618053121069173
537393984226572,resident,0.9397878294594341,0.060212170540565976
356654396973760,resident,0.9951824816104687,0.004817518389531299
427569166430461,tourist,0.018574028243994067,0.9814259717560061
370055740891367,resident,0.9317849301171711,0.06821506988282879
418480119270228,resident,0.44785291235842556,0.5521470876415745
506486689062436,resident,0.8075070014576152,0.19249299854238472
387951952983298,resident,0.9662098422404425,0.03379015775955759
519233088951739,resident,0.976976199540685,0.023023800459314896
401313878798153,resident,0.9984738480054185,0.0015261519945815425
303810139014765,resident,0.9046402224789653,0.09535977752103447
405002067376209,resident,0.8797746969584793,0.12022530304152082
475212722849695,resident,0.9702325504510563,0.029767449548943798
427678308278512,resident,0.9558499696697386,0.04415003033026145
313220593778334,resident,0.7497543655143345,0.25024563448566556
378888930932605,tourist,0.13413698052839207,0.8658630194716079
295627443474834,resident,0.8701756304971262,0.12982436950287363
321657205865585,resident,0.9766498530974498,0.023350146902550325
440130878597655,resident,0.8497123431043206,0.15028765689567916
502442347380186,resident,0.9387313044322436,0.06126869556775622
322131019226557,resident,0.9433658679551389,0.056634132044861174
492993479051987,resident,0.852988926081763,0.1470110739182368
554588838190954,resident,0.9805788344848655,0.019421165515134526
321428608829774,resident,0.5068212189373765,0.4931787810626235
528574012215186,resident,0.9196452232937273,0.08035477670627283
395857393330776,resident,0.5507075648264476,0.44929243517355244
440246280067988,resident,0.6698332802417047,0.3301667197582951
453538210300201,resident,0.8191642098642038,0.1808357901357963
488729167686085,resident,0.9858393775170958,0.01416062248290423
378888941381077,resident,0.4872698264400776,0.5127301735599223
322131018236893,resident,0.39079034444970395,0.609209655550296
322131016287094,resident,0.9714968216124266,0.028503178387573526
444832690121337,tourist,0.026516950785477295,0.9734830492145227
505986505314148,tourist,0.008110231182014295,0.9918897688179856
370013769316780,tourist,0.003023232680746539,0.9969767673192533
536720694191642,resident,0.8823407031678633,0.11765929683213674
304524316494062,resident,0.9439629781134183,0.05603702188658159
493266717296857,tourist,0.03195163351792617,0.9680483664820736
378888940046284,resident,0.9986601451228465,0.0013398548771535498
