id,latitude,longitude,attractions,hotels,restaurants
7605,41.3593,2.1274,0.00014629878058068757,0.029510875967782728,0.0028822587716186773
7606,41.3944,2.126,0.004067919991356903,0.022852815519165227,0.02336679433884479
7624,41.5525,2.0989,0.0002476459335512812,0.004643804295170701,0.009505276773777008
7632,41.3928,2.1593,0.3452932820317738,0.6199849621401489,0.4353952758651958
7633,41.3929,2.1576,0.22464010775638804,0.5368293816431606,0.3912964722910828
7634,41.4099,2.1368,0.018679955564232915,0.023798744719424995,0.0416433401945676
7635,41.3897,2.1351,0.004792545700715346,0.10067302274265232,0.06357518008426315
7636,41.3896,2.1329,0.007493789258186921,0.08781300086956312,0.05156317694661548
7638,41.3066,2.0233,0.0016829417875210354,0.0022430489453035035,0.0010850312903087807
7690,41.4408,2.1985,0.0073254193240974395,0.000236660275227167,0.022674284857276232
7694,41.4408,2.1963,0.005298841334658688,0.0003920034116632853,0.01559096279904254
7695,41.5549,2.4353,0.0006703399777043209,3.4834074696821124e-07,0.0031335235202156874
7696,41.5413,2.2228,5.062404108753889e-05,0.0004206343520890061,0.002558036053087378
7697,41.4941,2.1806,1.199483763139119e-06,0.00530309495558639,0.0004813707677353531
7698,41.5581,2.258,0.00011697280722137879,5.0546165761997316e-05,9.63573487705502e-05
7699,41.5638,2.0352,0.00013529661221224542,3.1806380366080824e-06,0.0017958911601535519
7700,41.2831,1.9866,0.00030505365493438023,0.00905961405038641,0.004202751712461364
7709,41.4304,2.1757,8.826115986656301e-05,0.002979343271275971,0.011404963176279079
7710,41.4136,2.0155,1.1807130633957182e-05,0.004221925486240732,0.006137749279455321
7711,41.3577,2.0669999999999997,0.0005571569719729987,0.007560522144710881,0.0027685221692082566
7712,41.3899,2.1648,0.613919499005991,0.7931186947521102,0.526610254342857
7713,41.4108,2.1646,0.0811261346808314,0.023122890275755682,0.036010845771035
7715,41.3943,2.1438,0.005713880112668905,0.08355055635127608,0.10907771974855186
7716,41.3895,2.1451,0.006408116075961772,0.13346320268237555,0.10791167597930963
7717,41.3956,2.1548,0.10050208094722178,0.3156068428316474,0.2663488604077485
7729,41.4323,2.2136,0.0002624380400401254,0.0004649154973145832,0.001294380202420228
7737,41.5461,2.0259,9.387633897895947e-05,2.3568640770836028e-05,0.0023339942918471196
7738,41.3882,2.1285,0.023847475097048664,0.055035240428651384,0.03541928733626007
7739,41.3856,2.1661,0.2688324180331608,0.8522305925910125,0.5563294545087382
7744,41.3886,2.1714,0.3762320902981051,0.9204931064361797,0.5227372880668625
7749,41.3764,2.1495,0.08563637414335751,0.18309859794548514,0.18616400549753453
7750,41.3925,2.1606,0.4648896039778733,0.6691249609563167,0.47978448539580976
7757,41.5483,2.1061,0.0006505699217152159,0.0017511407407453973,0.026463391671146468
7772,41.5625,2.0098,0.0024376151672516892,0.0002788062073580303,0.021802270300653293
7776,41.3343,2.0526,8.959615932542974e-06,0.005133411990900433,0.0004001540136983076
7778,41.3475,2.0778,0.0033097114052741787,0.010767656642452255,0.012679209146317849
7785,41.4005,2.1523,0.04085623004977146,0.13153288890259418,0.16475793248519327
7790,41.3945,2.1572,0.20351661627402884,0.46703063015257645,0.344804165006982
7805,41.3791,2.1387,0.011942470358362184,0.17086316162349008,0.05932534272535818
7826,41.3788,2.14,0.012630497906885836,0.20613964427201367,0.062247882678553676
7852,41.5417,2.4442,0.0004843504305809806,0.0003497264226834627,0.013277795753363141
7881,41.4267,2.1861,0.00025482929304950636,0.003911466918488813,0.008861519160706623
7898,41.3475,2.0778,0.0033097114052741787,0.010767656642452255,0.012679209146317849
7899,41.3763,2.1493,0.08815152390323162,0.18461039920550967,0.1853074883141971
7900,41.4722,2.0827,0.0030792872720501806,1.9540612746224707e-05,0.025468540302345855
7903,41.4282,2.1745,0.00018708798463910718,0.001778569268888186,0.010753541613119358
7907,41.3868,2.1721,0.46084121406499784,0.928584505870495,0.6359644622267859
7908,41.3908,2.1643,0.8032447524152759,0.7676426832017068,0.5117591474567842
7912,41.6055,2.2904,0.0011176295942182577,0.0024066510723359056,0.011790366138850494
7913,41.405,2.191,0.03304507474618815,0.14084913492376508,0.0458006365188442
7915,41.3897,2.1642,0.5620095125484663,0.7610377856241982,0.5193846996390105
7916,41.4408,2.1985,0.0073254193240974395,0.000236660275227167,0.022674284857276232
7917,41.5397,2.4446,0.0005145081321766877,0.0007112665323815211,0.022721143373984207
7921,41.4101,2.1834,0.07226499722148437,0.07320846952507742,0.03056369733551397
7934,41.5436,2.1169,0.0003710640615910336,0.00011700862364337452,0.004207156753527522
7956,41.3812,2.1632,0.12790778035386935,0.3723022468936489,0.3417111421560393
7960,41.41,2.2166,0.010891188349049261,0.15730354469240712,0.03896608077770989
7961,41.4438,2.197,0.002802683979474299,0.0001811980965733687,0.009075636348846613
7962,41.3889,2.1363,0.004540821440790642,0.12446703094674319,0.06320251023060197
7963,41.4714,2.0815,0.002004607177031924,1.536904183546468e-05,0.02284477598738852
7981,41.3475,2.0778,0.0033097114052741787,0.010767656642452255,0.012679209146317849
8017,41.3909,2.1519999999999997,0.04334214852223549,0.250314597184375,0.2473627628868567
8020,41.3786,2.1621,0.08444835824502604,0.23457253732521738,0.275543040992997
8046,41.3772,2.1648,0.1122216011172063,0.2872984171744907,0.32055659037629475
8073,41.3937,2.149,0.021413458757252878,0.18650881507915795,0.19501345909309584
8077,41.3889,2.1661,0.4518834008069059,0.864556761330445,0.5513967718332824
8079,41.5601,2.0133,0.0015002580267234483,0.00030843027964473646,0.01622912638349673
8080,41.3893,2.1742,0.358657263045856,0.7804326307061131,0.45855390841274046
8081,41.2218,1.7262,0.0017468741135730488,0.0,0.009544463735329875
8111,41.3897,2.1351,0.004792545700715346,0.10067302274265232,0.06357518008426315
8115,41.375,2.1391,0.01602705860184097,0.0902017983430056,0.054641287462390484
8123,41.3974,2.1519,0.042914745888108494,0.18373230486155137,0.1948730648388398
8124,41.4005,2.1549,0.06188910305228247,0.14953925422830625,0.2078638587431171
8126,41.4831,2.0540000000000003,8.26624053011339e-05,2.435671883216459e-05,0.0023301554895261583
8129,41.3841,2.1706,0.54622693590262,0.9972908311789757,0.7734358921744341
8132,41.6072,2.0841,0.0,2.266000594973224e-06,0.0005287766084128836
8134,41.5637,2.0076,0.0024291557818201886,0.00023834166909674151,0.015662663446962675
8135,41.4709,2.0808,0.001541431593971578,4.8078740017314275e-06,0.02024316451996643
8138,41.3965,2.1462,0.010034116840244781,0.10621959632683842,0.12594388072471585
8139,41.2831,1.9866,0.00030505365493438023,0.00905961405038641,0.004202751712461364
8140,41.4034,2.1341,0.0033232644975025177,0.0188396315927916,0.03432075510586163
8141,41.3121,2.0234,0.0004953493642024709,0.0035240280671439504,0.0031683736690970078
8143,41.54600000000001,2.1086,0.0007654313873217736,0.000686372400375228,0.02682889754222929
8147,41.3801,2.1564,0.03841661086047771,0.22822700809792545,0.17775306183804815
8148,41.3405,2.049,0.00010897926275760088,0.0005952837315451617,0.0006380443894951902
8152,41.41,2.2166,0.010891188349049261,0.15730354469240712,0.03896608077770989
8161,41.405,2.191,0.03304507474618815,0.14084913492376508,0.0458006365188442
8162,41.6079,2.289,0.0024890158615273115,0.0033825539624087455,0.021178210484106636
8163,41.5396,2.1124,0.00011175186826018732,0.0002137394328620683,0.006846866207427924
8164,41.3593,2.1296,0.00021111167553421897,0.037056588473562545,0.004265278081412142
8165,41.7241,1.8414,0.00017940954239468725,0.00023953948977695704,0.0005937778584568101
8171,41.9435,2.2579,2.5642690994179216e-05,0.00041227754569437235,0.0002538020223866955
8172,41.5065,1.8995,1.066044569288408e-06,1.2742591146552663e-06,0.0006368305508749493
8173,41.5167,2.4154,0.0,1.4240943978603363e-05,7.796627584034803e-05
8175,41.5105,2.1072,3.0210800945418916e-05,8.603199848380477e-05,0.0007545709294887541
8176,41.4814,2.0497,3.794610702130934e-05,6.396022705498606e-05,0.0015414919791499396
8177,41.3354,1.6856,1.6010245945962287e-05,2.7117872357794266e-05,0.00034014827025340366
8178,41.2299,1.7396,5.2007090593593545e-05,0.0,0.0009712386621453412
8812,41.375,2.1806,0.1839639899727976,0.1782072925727363,0.23727789202252844
8813,41.4095,2.2144,0.006671277436599005,0.11693257030129223,0.03259052358328582
8815,41.3593,2.1277,0.00014730606636942454,0.030304932237696893,0.0030860479125747417
8822,41.3848,2.1679,0.3422592596970753,0.8615991848660678,0.6412743608487662
8823,41.5636,2.0092,0.002446913750982068,0.00028764495010401834,0.018509843231714975
8853,41.4493,2.2456,0.0015981379109832857,0.0016662977991153036,0.015076702913166904
8854,41.3818,2.0409,0.00019356408089194388,6.176636766012005e-05,0.003842775635475306
8855,41.9319,2.252,0.001404097417516573,0.0031832974484661543,0.009162599470953261
