id,latitude,longitude,attractions,hotels,restaurants
8856,41.3424,1.6941,0.0005612887972100942,0.00096813543303143,0.005040657936997294
8878,41.7247,1.8211,0.000555612480035652,0.0004301729561552312,0.007215644974313155
8887,41.3752,2.1829,0.1832153378353982,0.1306190682938361,0.2427673245350833
8891,41.3848,2.1679,0.3422592596970753,0.8615991848660678,0.6412743608487662
8892,41.5483,2.1061,0.0006505699217152159,0.0017511407407453973,0.026463391671146468
8893,41.2831,1.9844,0.00045005178471923797,0.00822270162997159,0.005395469242960049
8894,41.7249,1.8221,0.0006938923061036697,0.0005420357540916322,0.00850283368840582
8915,41.3813,2.1788,0.8409633170476157,0.650681456644121,0.8954437730395818
9023,41.4105,2.1465,0.11118334080243941,0.02740817429772948,0.01949827363069869
9024,41.4803,1.9204,8.001787632495482e-05,0.0024977744916097676,0.0029149746721615108
9049,41.4596,2.2538,0.00012747725583909462,0.003306099036772965,0.0022886429749282796
9076,41.5413,2.4549,0.0002562231008817316,0.00010482232312869536,0.0032917727513334456
9093,41.4393,2.1631,4.5327462136531356e-05,0.0010593832635563756,0.0016555527534029093
9094,41.3354,1.6875,2.1868147137664816e-05,3.978365934561045e-05,0.000472177323877152
9095,41.4028,2.0273,9.486609066122254e-06,0.002454612689694062,0.000530680164685453
9103,41.5392,2.2209,0.0001203326775051884,0.00023965519711239555,0.003747874068845359
9104,41.5866,2.3216,1.8992962442851412e-05,0.0,0.000743368748378479
9105,41.3384,2.1404,3.0496109893133822e-06,9.843436252978527e-05,9.38094563843754e-06
9106,41.9472,2.2819,0.0,0.0,9.110582151086047e-05
9109,41.5102,2.1319999999999997,3.968342170452039e-05,0.005661782172888316,0.001008465211160154
9110,41.5444,2.0995,0.0001268957582645644,0.001556901647395944,0.005820261512624887
9111,41.3386,2.0478,6.465450922866982e-05,0.0011470821115601966,0.0007937676573716833
9112,41.4076,2.1807,0.23259564146854814,0.07262546343751126,0.05266617755656797
9113,41.4968,2.0319,0.00012374646524766482,6.271392395053808e-06,0.002289566623792733
9114,41.4403,2.2078,0.0005314809938039816,3.656090170610397e-05,0.002729822108262602
9115,41.4936,2.1548,2.3952927357440697e-05,4.110030541505412e-06,0.001026352639134627
9116,41.3811,2.133,0.03261955507385874,0.05692332008178756,0.03678521870371417
9117,41.3652,2.1365,0.005034052646042732,0.012051307954606641,0.00700783482694707
9118,41.2335,1.7467,2.3484213753490423e-06,1.537764936283307e-05,9.953079604128209e-05
9119,41.548,2.0381,3.2171671391457094e-06,2.4206139846311384e-08,0.00042753216584375
9120,41.488,2.0399,4.354600203459716e-06,0.00012070339644794188,0.0011196639290080557
9192,41.3999,2.1513,0.034599648946292826,0.13697192148243376,0.15768657600976593
9193,41.3998,2.1536,0.05219009791164552,0.1532561598805027,0.19886654535544765
9389,41.3691,2.0775,6.585101862734818e-05,0.003497693938600064,0.0020638880528393304
9390,41.4786,2.0662,0.00020323226303396721,4.5865336649438105e-05,0.0018101375463859324
9471,41.3828,2.1590000000000003,0.063250136294577,0.31149816132920577,0.2550215396982924
9472,41.383,2.1589,0.06347302915860402,0.3154684286860354,0.2568275869222442
9475,41.3852,2.16,0.10620228358431483,0.43347341045670545,0.33894585835280505
9517,41.3573,2.141,0.002379410589656796,0.00583265743142542,0.0017391989341007258
9528,41.4551,2.2479,0.0011280073653273616,0.012590338150089626,0.007396196452368825
9536,41.5535,2.112,0.00016216657685291975,0.000831934827321203,0.006498432357720883
9537,41.4043,2.1785,0.7275910617091209,0.09850219523554765,0.10300436055807408
9546,41.3786,2.1621,0.08444835824502604,0.23457253732521738,0.275543040992997
9568,41.611000000000004,2.344,3.7542890002498282e-06,0.0,0.0036145227937513617
9707,41.375,2.147,0.0790679604925502,0.16891027064234898,0.11919074317517316
9757,41.3768,2.0956,0.00023816790543297294,0.0004322885878605242,0.0015453201556730942
9759,41.4207,2.1871,0.0006081286534025338,0.006666515199101022,0.00819726660189257
9814,41.3872,2.1653,0.30708781603270335,0.8087334374507124,0.5177011214271677
9815,41.3884,2.1685,0.38766768296289456,0.9079902375649378,0.5527594794400043
9816,41.3748,2.1663,0.08742931008642597,0.33214066871800313,0.2688012102462531
9817,41.4015,2.1511,0.03680362072645065,0.10853673049925036,0.12978567608884242
9818,41.3892,2.149,0.01654800647867362,0.21499127376771718,0.15754546087721347
9819,41.3961,2.1545,0.08936671545142238,0.2883550889940473,0.25249335135945383
9820,41.376000000000005,2.1181,0.05790387340009453,0.021699713081502692,0.007418475629537245
9826,41.3895,2.1653,0.5420627110711826,0.8221511735717987,0.5339716505468531
9827,41.3942,2.1508,0.03472792451820888,0.23084584573451425,0.2212145075696933
9828,41.3992,2.1562,0.09046404725557335,0.2163539266670439,0.23853755167736007
9829,41.4064,2.1333,0.0075805059247700335,0.01450502330022973,0.027944874813985703
9831,41.5795,1.6191,4.289020027812993e-06,2.9672846904646137e-05,0.0006280379683276094
9832,41.6088,2.2867,0.002328076999292874,0.001976384844310122,0.019081932727832252
9833,41.6087,2.2867,0.0023870725341903843,0.0020052214155429986,0.019124088342677353
9834,41.3979,2.1403,0.0018381928733593967,0.03624050496548825,0.05130478512138858
9835,41.388999999999996,2.1387,0.0028061019417466096,0.1017703725147552,0.0634994856695909
9837,41.3454,1.6998,0.001412707963475446,0.0027765047878334013,0.01172824141163109
9838,41.3963,2.1768,0.1912913289251898,0.2740819163691701,0.15659441722359974
9840,41.3775,2.0929,0.00016630292467272357,0.0005980402992281323,0.0016990849041087718
9841,41.4491,2.2484,0.001957379945265447,0.0020256782697701445,0.019472957049822482
9842,41.3752,2.1606,0.058792139370995256,0.1533850978460475,0.20401078633129427
9843,41.3678,2.1306,0.0036752468342255004,0.012172586123977284,0.005532437755992973
9844,41.4891,2.0312,1.5432635635496438e-05,6.365337943033559e-05,0.003790909494785993
9846,41.4294,2.1623,0.0019748226518118525,0.0008257966939086966,0.011314439659343657
9847,41.4242,2.1771,0.0006477082547080544,0.003339419638099791,0.009276548952555851
9848,41.442,2.1772,0.00010314240129249211,0.001993644958142058,0.003162791654366336
9849,41.4972,2.1438,1.9927760705660627e-05,0.00013399277577331187,0.0019761797461834
9851,41.4867,2.0402,3.8214267243697565e-06,0.0001880223182451512,0.00108003200373583
9853,41.4138,2.0154,1.1848935763202645e-05,0.0044486120118855535,0.006050782665013501
9854,41.3401,2.0419,0.0001347136995873095,0.00041940326270031636,0.002096890371144789
9856,41.2245,1.725,0.0026059756497964492,0.0,0.01735695743320154
9863,41.3186,2.0144,5.484263145222355e-05,0.00010730392047386267,0.0021216323062886603
9864,41.4494,2.2073,0.0002173530520823051,0.00012811022937294055,0.005766002343586714
9865,41.401,2.1357,0.0012142208316725694,0.02083931348399517,0.030865210641697456
9866,41.3576,2.0677,0.0005376878839463991,0.006714365142296886,0.0031298751096161593
9867,41.3752,2.1463,0.0662014139510734,0.16323092404906991,0.1107775866450313
9868,41.931000000000004,2.2531,0.002223695118361696,0.003050266099419761,0.012726842359159512
9869,41.7256,1.8243,0.0009665607395471081,0.0008175074352046894,0.010394616958174095
9871,41.4101,2.2166,0.011189273198265907,0.1569884167952883,0.03819874747921779
9914,41.3357,1.6874,2.3544853672189264e-05,4.225000934934581e-05,0.0005022283141845357
9916,41.9295,2.2447,0.0003021346554187141,0.0023054808424973765,0.0022173322732846547
9919,41.7502,1.8627,1.8261216448692751e-06,0.0,0.0002523143761823224
9921,41.5309,2.4396,0.0001900995253168182,0.009400241072477826,0.006959326903545898
9922,41.2337,1.7465,2.4269465310981876e-06,1.48997733707536e-05,0.0001007441437515771
9923,41.5945,2.2651,2.653846639529878e-07,1.9000230284939725e-05,4.3166161868593256e-05
9924,41.547,2.0905,0.00014195127916972276,0.001085360178688903,0.0043820399822337465
9936,41.3283,2.0383,5.798156436769249e-06,0.0011550741233972291,0.003332381290798032
9948,41.5833,1.6289,9.828334352488521e-05,4.111729145901442e-05,0.0011664279653341937
9950,41.3615,2.113,7.142544547843711e-05,0.0035652360537098944,0.00016738943414997426
9957,41.4596,2.2529,0.00014259201064918084,0.003948611946028969,0.002375747404185702
9962,41.5502,2.0387,2.627107608396956e-06,4.647991458735971e-08,0.0004609235236364241
9963,41.4071,2.1851,0.09005089260800113,0.11406597859228451,0.03606873548824555
9982,41.3557,2.142,0.001872030165393466,0.0037368243829542782,0.001165610800854214
9988,41.4405,2.2075,0.0005795485237969865,3.50380562598068e-05,0.0029456606981541197
9989,41.3878,2.1463,0.007901037497572455,0.1400368249300367,0.10073955277864402
10020,41.6022,2.259,1.0437102203306617e-07,0.0,5.081270522117021e-06
10021,41.3881,2.1289,0.023183705487037586,0.05877530977502926,0.03777649422952189
924800,41.3821,2.1763,0.9321465045512314,0.8353902381823106,0.9733442001050149
924801,41.3868,2.1738,0.5231484219846088,0.8821404790861771,0.6619258064513234
924802,41.3838,2.178,0.7757113375265695,0.7589474976601289,0.8618391054094137
924803,41.383,2.1772,0.8942795321002943,0.7894539411531892,0.9182210963109679
924804,41.3834,2.1782,0.8142893774671872,0.7436893314071091,0.879481293548026
924805,41.3862,2.1717,0.4743329950277704,0.9588281791959732,0.6732375939946869
924806,41.3841,2.1741,0.7431303517623005,0.930655652369254,0.8434323921377508
924807,41.3804,2.1743,0.8893389118561432,0.854511016810256,0.9511442685216088
924808,41.3824,2.1739,0.9671378551657673,0.9054216207329392,0.9455933298509245
924809,41.3862,2.1745,0.5727123564181024,0.8880815678468156,0.713747723782388
924810,41.3865,2.1736,0.5278793549375376,0.9005070490201844,0.6843356405014837
924811,41.3872,2.1729,0.4682520762129571,0.8964034022827265,0.6165260121028446
924812,41.3868,2.1738,0.5231484219846088,0.8821404790861771,0.6619258064513234
924813,41.3848,2.171,0.5184363056282881,1.0,0.7511798537768883
924814,41.3865,2.1745,0.5609906255978491,0.8717927644708002,0.6909154010187958
924815,41.3847,2.1723,0.5962307147234801,0.9785215455334308,0.7786867315940276
924816,41.3841,2.1745,0.757857540296566,0.9220348190815701,0.8490592417629459
924817,41.3819,2.172,1.0,0.8855420792979752,0.8804521109543217
924818,41.383,2.1726,0.8414770725522877,0.939707554448096,0.8802756497466055
924819,41.3812,2.1761,0.8904497099861199,0.8337602446161718,1.0
802000,41.3767,2.1636,0.08454406852936062,0.23535429487815693,0.28458081132789403
802001,41.3774,2.1614,0.06712041053927274,0.19401739631050746,0.24578650410770278
802002,41.3812,2.1636,0.13961713260882933,0.38793416395484914,0.35518474955782864
802003,41.3773,2.154,0.05747216799130523,0.18095654343337492,0.1749695637765214
802004,41.3819,2.1629,0.12508447438240256,0.4002534176820629,0.34561730014766073
802005,41.3846,2.1637,0.1764387977663239,0.6036959944867308,0.436250943810495
802006,41.379,2.1613,0.07597214665111056,0.2292761181991965,0.2602365942378061
802007,41.3797,2.1619,0.08939260701612718,0.2655061423003929,0.28355901705272896
802008,41.3781,2.1568,0.04663124097282249,0.18768156853569942,0.18305887894097575
802009,41.3764,2.1591,0.055792953667711156,0.15142152278171886,0.20236162560898957
802010,41.3792,2.157,0.04250808225884102,0.21188504919636034,0.18310072842208755
802011,41.377,2.1645,0.10274699561799039,0.27209532422518,0.3086984454014196
802012,41.3838,2.1628,0.1404150899421989,0.5171779398296483,0.38276156218113855
802013,41.3811,2.1632,0.1271195952202194,0.36684064805658056,0.3399564559175619
802015,41.3819,2.1606,0.07861909695495256,0.32348560520379505,0.2764110801734782
952500,41.4305,2.1894,0.00040461411318305453,0.004156719304752607,0.008607221507725336
952501,41.4336,2.1893,0.0007743293573741045,0.0057689674460799836,0.00983199364950326
952502,41.4409,2.1882,0.0006025820985616831,0.0021527567489538005,0.005999721142894648
952503,41.4357,2.1896,0.0007764475831282295,0.004645884147972713,0.010460689210595554
952504,41.4374,2.1891,0.0007356915456471762,0.004132579642344476,0.009215691796260283
952505,41.4294,2.1899,0.00031137970179512036,0.0035531425911242715,0.007664903541444146
952506,41.4389,2.1886,0.0006810546723573084,0.003404012978907577,0.00812694860287439
